arm_id	provider	backend_model	task_family	task_family_label	trial_count	success_count	pass_rate	exception_count	missing_or_reconstructed_cost_count	unresolved_cost_count	adjusted_cost_usd	unclean_adjusted_cost_usd	unclean_adjusted_cost_share	cost_per_success_usd	visible_token_sum	median_visible_tokens	median_success_visible_tokens	median_failure_visible_tokens	median_runtime_seconds
router-deepseek-pro	deepseek	deepseek-v4-pro	security-crypto	Security, cryptography, and recovery	12	9	0.75	0	0	0	10.924472	2.2430280000000002	0.20532141049929006	1.2138302222222221	19643464.0	1287167.5	1756548.0	553447.0	124.115241
router-deepseek-pro	deepseek	deepseek-v4-pro	systems-low-level	Systems, low-level, and polyglot implementation	6	3	0.5	3	3	0	6.751809255	0.206265255	0.030549627101395357	2.2506030850000003	12894245.0	1559904.5	4137720.0	115719.0	958.6451065
router-deepseek-pro	deepseek	deepseek-v4-pro	web-networking	Web, networking, and service configuration	6	5	0.8333333333333334	0	0	0	2.150659	0.311874	0.1450132261785806	0.4301318	4214075.0	725131.5	793497.0	656766.0	117.341856
router-gemini-3.1-pro	google-gemini	gemini-3.1-pro-preview	build-packaging	Build, packaging, and dependency modernization	6	4	0.6666666666666666	2	2	0	5.880365395816	3.3892733958159997	0.5763712231603052	1.470091348954	6608146.0	929699.0	227320.5	1731135.0	614.8279825
router-gemini-3.1-pro	google-gemini	gemini-3.1-pro-preview	concurrency-async	Concurrency and async control flow	3	3	1.0	0	0	0	0.845583	0	0.0	0.281861	368130.0	148822.0	148822.0	0.0	152.451956
router-gemini-3.1-pro	google-gemini	gemini-3.1-pro-preview	data-processing	Data processing and integration	3	3	1.0	1	1	0	1.717298489175	0.373445489175	0.21746102470188822	0.572432829725	1528965.0	453707.0	453707.0	0.0	859.901687
router-gemini-3.1-pro	google-gemini	gemini-3.1-pro-preview	database-storage	Database and storage operations	6	4	0.6666666666666666	2	2	0	4.859536248689	1.721019748689	0.354153083877766	1.21488406217225	4159362.0	647158.0	585107.0	828632.0	1188.5443865
router-gemini-3.1-pro	google-gemini	gemini-3.1-pro-preview	language-implementation	Language implementation and interpreters	3	3	1.0	0	0	0	7.476223	0	0.0	2.4920743333333335	9885256.0	3615614.0	3615614.0	0.0	1166.001597
router-gemini-3.1-pro	google-gemini	gemini-3.1-pro-preview	ml-scientific	ML, scientific computing, and retrieval	12	4	0.3333333333333333	2	2	0	11.866373390324	4.902691390324	0.41315836178909726	2.966593347581	10142517.0	311139.5	2031196.5	227711.5	610.89246
router-gemini-3.1-pro	google-gemini	gemini-3.1-pro-preview	optimization-finance	Optimization and quantitative planning	3	3	1.0	0	0	0	2.6110335	0	0.0	0.8703445	2278960.0	706927.0	706927.0	0.0	1168.571508
router-gemini-3.1-pro	google-gemini	gemini-3.1-pro-preview	security-crypto	Security, cryptography, and recovery	12	7	0.5833333333333334	5	5	0	3.300306600732	1.060313100732	0.32127715058256257	0.47147237153314286	2902583.0	196006.0	291694.0	187276.0	727.1867555
router-gemini-3.1-pro	google-gemini	gemini-3.1-pro-preview	systems-low-level	Systems, low-level, and polyglot implementation	6	3	0.5	1	1	0	5.964434399628	2.2734903996280003	0.38117451669345165	1.988144799876	6394346.0	1146422.5	1506583.0	622061.0	939.8361755000001
router-gemini-3.1-pro	google-gemini	gemini-3.1-pro-preview	web-networking	Web, networking, and service configuration	6	4	0.6666666666666666	3	3	0	1.94824834848	0.7411638484799999	0.38042575478544466	0.48706208712	1732338.0	297160.5	297160.5	228622.5	908.9213125
router-gemini-flash	google-gemini	gemini-3.5-flash	build-packaging	Build, packaging, and dependency modernization	6	2	0.3333333333333333	4	4	0	2.604076550909	1.866072050909	0.716596464976275	1.3020382754545	1545393.0	255115.5	394307.0	149764.0	692.1597225
router-gemini-flash	google-gemini	gemini-3.5-flash	concurrency-async	Concurrency and async control flow	3	1	0.3333333333333333	3	3	0	1.381465822103	1.381465822103	1.0	1.381465822103	791993.0	259967.0	199065.0	296464.0	944.956815
router-gemini-flash	google-gemini	gemini-3.5-flash	data-processing	Data processing and integration	3	2	0.6666666666666666	1	1	0	3.0660311816749997	0.081033181675	0.026429340366568244	1.5330155908374998	1603821.0	490254.0	785358.0	33105.0	751.830682
router-gemini-flash	google-gemini	gemini-3.5-flash	database-storage	Database and storage operations	6	1	0.16666666666666666	5	5	0	3.4035757761639998	2.1968987761639998	0.6454678610505374	3.4035757761639998	1820901.0	345308.0	476592.0	309768.0	1840.2632015
router-gemini-flash	google-gemini	gemini-3.5-flash	language-implementation	Language implementation and interpreters	3	1	0.3333333333333333	2	2	0	7.285859315351001	2.659905315351	0.36507777603483105	7.285859315351001	6996713.0	928970.0	5176768.0	909972.5	2447.95885
router-gemini-flash	google-gemini	gemini-3.5-flash	ml-scientific	ML, scientific computing, and retrieval	12	1	0.08333333333333333	7	8	0	13.722325339461001	9.779226339461001	0.712650815189397	13.722325339461001	9575208.0	475809.5	4102520.0	363763.0	1050.2804765
router-gemini-flash	google-gemini	gemini-3.5-flash	optimization-finance	Optimization and quantitative planning	3	2	0.6666666666666666	1	0	0	2.5335375	0.17249	0.06808267096895151	1.26676875	1281727.0	332582.0	624608.5	32510.0	954.135263
